,index,Unnamed: 0,ext_temp,temp_top,temp_bottom,int_temp,sample_time,identifier,r_x,r_y,r_z,metal_fraction,job_no,id,orientation,which_iter,boundary_cond,Nx,Ny,Nz,Lx,Ly,Lz,x_mid,y_mid,z_mid,T_L,T_S,cond_metal_s,cond_metal_l,cond_olivine,dens_liq_metal,dens_solid_metal,dens_olivine,heat_cap_liq_metal,heat_cap_solid_metal,heat_cap_ol,latent_heat,dt,iterations,save_iter,iteration_list,model_id,percent_rounded,percent_geochem_preserved,expected_vol,actual_volume,mean_it0,mean_it1,mean_it2,mean_it3
1143,1144,1144,270.0,270.0,315.0,1810.0,0.0,random,30.0,30.0,70.0,0.7600000000000002,1144,model_id_1144,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1144,41.07866126625453,100.0,263760.0,262696.0,1517.283693471168,874.573625693401,684.6000580158807,629.6290009006169
1144,1145,1145,1040.0,1040.0,1120.0,1670.0,0.0,random,46.0,46.0,84.0,0.6800000000000002,1145,model_id_1145,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1145,52.43975903614458,82.03098106712565,744154.8800000001,743680.0,1599.3458740639867,1418.6974761573479,1334.787548048987,1305.952032831266
1145,1146,1146,1490.0,1490.0,1560.0,1680.0,0.0,random,12.0,12.0,64.0,0.36,1146,model_id_1146,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1146,42.49947840600876,0.0,38584.31999999999,38344.0,1619.3121513290673,1547.020431899704,1536.8745642740753,1534.5249314968542
1146,1147,1147,270.0,270.0,370.0,1720.0,0.0,random,66.0,66.0,108.0,0.08,1147,model_id_1147,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1147,74.67806452922902,75.09878373164938,1969608.96,1969960.0,1621.9049863089897,1334.0580754760178,1184.7076236911396,1127.5149868153917
1147,1148,1148,580.0,580.0,615.0,1760.0,0.0,random,46.0,46.0,50.0,0.4800000000000001,1148,model_id_1148,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1148,59.17521669109531,100.0,442949.3333333334,442104.0,1606.1250030971844,1196.6686792777011,1024.99452701227,971.3712437923575
1148,1149,1149,570.0,570.0,620.0,1780.0,0.0,random,116.0,116.0,84.0,0.7500000000000002,1149,model_id_1149,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1149,80.51207445406436,56.70600241962192,4732206.08,4734624.0,1701.7548794978104,1487.833351463654,1374.2619119456867,1330.2804560930915
1149,1150,1150,1130.0,1130.0,1195.0,1720.0,0.0,random,120.0,120.0,20.0,0.4800000000000001,1150,model_id_1150,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1150,59.96057853661135,49.6490690674693,1205760.0,1201376.0,1628.6113675763177,1433.7555249292466,1366.9328864935644,1345.9398649982543
1150,1151,1151,1410.0,1410.0,1430.0,1860.0,0.0,random,92.0,92.0,100.0,0.6000000000000002,1151,model_id_1151,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1151,100.0,0.0,3543594.666666667,3543912.0,1827.7849292403512,1739.359009477285,1694.300199970432,1677.2698187405874
1151,1152,1152,650.0,650.0,745.0,1830.0,0.0,random,50.0,50.0,76.0,0.7000000000000002,1152,model_id_1152,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1152,72.61112509438712,97.16486282406242,795466.6666666666,794600.0,1696.8089738601109,1345.8783233824126,1185.8360179127867,1132.4265593439334
1152,1153,1153,440.0,440.0,525.0,1810.0,0.0,random,142.0,142.0,12.0,0.33,1153,model_id_1153,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1153,26.394335945268686,100.0,1013039.3600000001,1005640.0,1481.7723992151243,936.0368821513448,812.5785317009361,777.2680270555694
1153,1154,1154,410.0,410.0,510.0,1790.0,0.0,random,114.0,114.0,14.0,0.37,1154,model_id_1154,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1154,32.297677951617835,100.0,761738.88,758296.0,1494.5491872947687,954.0184450565229,818.463575619876,778.9115355042501
1154,1155,1155,850.0,850.0,870.0,1880.0,0.0,random,18.0,18.0,70.0,0.27,1155,model_id_1155,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1155,52.32607406152021,100.0,94953.6,94408.0,1624.6845978641359,1117.94330853506,1010.9361537568138,984.1493836638
1155,1156,1156,1480.0,1480.0,1530.0,1670.0,0.0,random,26.0,26.0,72.0,0.4600000000000001,1156,model_id_1156,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1156,67.16688329591555,0.0,203773.44,203112.0,1636.2431191057178,1565.1758250379153,1544.9470514772934,1539.0817706040466
1156,1157,1157,560.0,560.0,635.0,1610.0,0.0,random,30.0,30.0,52.0,0.25,1157,model_id_1157,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1157,0.0,100.0,195936.0,194968.0,1440.7547490839206,1011.8086328652433,866.4260457107206,824.8845489063226
1157,1158,1158,710.0,710.0,775.0,1880.0,0.0,random,22.0,22.0,22.0,0.3,1158,model_id_1158,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1158,45.674116798846434,100.0,44579.62666666667,44384.0,1586.425146963207,990.6519257546107,874.4319819035062,847.1075028057795
1158,1159,1159,760.0,760.0,850.0,1740.0,0.0,random,106.0,106.0,108.0,0.6100000000000001,1159,model_id_1159,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1159,81.5706498040938,38.36880738855228,5080469.76,5082024.0,1684.0036574370677,1529.051817778459,1445.4543775603565,1412.6279860094105
1159,1160,1160,1040.0,1040.0,1055.0,1650.0,0.0,random,128.0,128.0,16.0,0.39,1160,model_id_1160,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1160,14.92034425929317,100.0,1097509.5466666666,1092200.0,1536.2847021025882,1302.5667211599123,1234.6314999467143,1214.8223908098196
1160,1161,1161,1510.0,1510.0,1525.0,1600.0,0.0,random,64.0,64.0,84.0,0.2,1161,model_id_1161,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1161,15.059083538793008,0.0,1440481.28,1440672.0,1593.3521193566864,1574.5755415716853,1565.1055740375105,1561.557037785711
1161,1162,1162,480.0,480.0,565.0,1600.0,0.0,random,88.0,88.0,32.0,0.7200000000000002,1162,model_id_1162,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1162,0.0,100.0,1037489.4933333334,1037480.0,1456.2079837590338,1105.9279033734854,968.5690601200012,924.17661252856
1162,1163,1163,900.0,900.0,935.0,1780.0,0.0,random,112.0,112.0,48.0,0.7000000000000002,1163,model_id_1163,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1163,79.63195169723154,41.12020773745846,2520842.2399999998,2520104.0,1703.1953599212932,1502.818801500199,1404.8659957037282,1368.7909317285742
1163,1164,1164,1260.0,1260.0,1350.0,1810.0,0.0,random,126.0,126.0,140.0,0.7600000000000002,1164,model_id_1164,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1164,99.34249943052147,0.0,9305452.8,9306760.0,1781.847767543153,1704.8718944789796,1664.6944220665355,1649.2916083962275
1164,1165,1165,1590.0,1590.0,1660.0,1670.0,0.0,random,108.0,108.0,36.0,0.4600000000000001,1165,model_id_1165,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1165,100.0,0.0,1757998.08,1756968.0,1665.0630096551483,1652.230028560825,1646.7937389530873,1644.9487906057411
1165,1166,1166,1400.0,1400.0,1410.0,1620.0,0.0,random,108.0,108.0,14.0,0.7400000000000002,1166,model_id_1166,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1166,0.0,0.0,683665.9199999999,680440.0,1568.018375811639,1485.4543951211458,1463.3971213243326,1456.8950480325905
1166,1167,1167,1070.0,1070.0,1120.0,1700.0,0.0,random,26.0,26.0,104.0,0.7400000000000002,1167,model_id_1167,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1167,35.81914108416938,100.0,294339.41333333333,292648.0,1579.2589569969073,1321.5020032824877,1242.93428772361,1221.474741323989
1167,1168,1168,320.0,320.0,415.0,1700.0,0.0,random,28.0,28.0,68.0,0.5400000000000001,1168,model_id_1168,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1168,27.276640005738674,100.0,223199.5733333333,223048.0,1442.030536884263,863.5028969338073,694.73235660363,646.7386510208131
1168,1169,1169,960.0,960.0,1030.0,1840.0,0.0,random,32.0,32.0,84.0,0.7500000000000002,1169,model_id_1169,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1169,71.18259476775226,100.0,360120.32,359616.0,1692.5982402690427,1367.6485339729172,1248.0682236776886,1213.1627553675296
1169,1170,1170,770.0,770.0,775.0,1850.0,0.0,random,78.0,78.0,108.0,0.49,1170,model_id_1170,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1170,85.86058006832886,39.48128225630588,2750941.44,2751400.0,1771.7594335551719,1555.4905982032085,1441.7840906995373,1398.0997001797512
1170,1171,1171,1010.0,1010.0,1050.0,1610.0,0.0,random,136.0,136.0,110.0,0.7000000000000002,1171,model_id_1171,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1171,6.3353059865942205,25.578393015248864,8518024.533333333,8520504.0,1580.2808583498218,1500.0463766104442,1456.0023807922448,1438.5105095283839
1171,1172,1172,790.0,790.0,870.0,1810.0,0.0,random,32.0,32.0,16.0,0.7600000000000002,1172,model_id_1172,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1172,28.87814085171641,100.0,68594.34666666666,67816.0,1535.9296709549067,1056.483954958372,960.7470921527956,936.6650944043715
1172,1173,1173,1000.0,1000.0,1005.0,1860.0,0.0,random,78.0,78.0,40.0,0.28,1173,model_id_1173,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1173,85.55926609829882,31.7762149844812,1018867.2,1018120.0,1773.5360597174288,1540.7317617089382,1430.7410129572277,1391.2219361429256
1173,1174,1174,1120.0,1120.0,1215.0,1650.0,0.0,random,42.0,42.0,58.0,0.28,1174,model_id_1174,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1174,50.60063145702169,65.9424215816317,428346.24,428216.0,1591.3614210760338,1434.5907684624983,1362.3415561963484,1337.6208097055126
1174,1175,1175,1520.0,1520.0,1615.0,1650.0,0.0,random,66.0,66.0,54.0,0.34,1175,model_id_1175,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1175,100.0,0.0,984804.48,984984.0,1641.681035833999,1618.609054652603,1607.7477306571943,1603.9315313232735
1175,1176,1176,750.0,750.0,780.0,1730.0,0.0,random,76.0,76.0,116.0,0.16,1176,model_id_1176,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1176,80.23291309693967,50.66088092731594,2805133.6533333333,2804136.0,1668.3567109800556,1488.4552775877744,1393.2902409816668,1356.3784490295923
1176,1177,1177,1160.0,1160.0,1185.0,1670.0,0.0,random,30.0,30.0,88.0,0.27,1177,model_id_1177,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1177,48.15781208475273,92.67956802203378,331584.0,331128.0,1594.1702209035157,1403.6476230846515,1329.5553448427195,1307.0251838318873
1177,1178,1178,610.0,610.0,620.0,1720.0,0.0,random,124.0,124.0,54.0,0.5900000000000002,1178,model_id_1178,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1178,71.04743060268962,75.85721352399139,3476206.0799999996,3477080.0,1632.6722076001224,1395.4898463621043,1275.8631597095482,1231.3229269647695
1178,1179,1179,730.0,730.0,810.0,1850.0,0.0,random,78.0,78.0,84.0,0.05,1179,model_id_1179,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1179,86.88386730254601,37.524854609876066,2139621.12,2140448.0,1780.9408998043282,1577.5844196995988,1470.3629925697555,1428.7628395179722
1179,1180,1180,840.0,840.0,845.0,1730.0,0.0,random,132.0,132.0,148.0,0.5200000000000001,1180,model_id_1180,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1180,85.79750726892235,22.2299016612034,10796375.04,10799400.0,1689.7024324267168,1576.9890043053447,1515.316699618203,1490.7695295129236
1180,1181,1181,500.0,500.0,575.0,1720.0,0.0,random,22.0,22.0,122.0,0.6900000000000002,1181,model_id_1181,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1181,16.684495445557392,100.0,247214.29333333336,246792.0,1434.5391039266608,898.1993312158205,771.7612687010321,737.1395447659587
1181,1182,1182,1000.0,1000.0,1045.0,1840.0,0.0,random,102.0,102.0,116.0,0.07,1182,model_id_1182,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1182,92.37614218581086,1.2317325453115182,5052737.279999999,5054344.0,1800.1156261903463,1683.0647209775148,1620.2337949779471,1595.443436613452
1182,1183,1183,350.0,350.0,445.0,1870.0,0.0,random,52.0,52.0,62.0,0.5000000000000001,1183,model_id_1183,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1183,71.13009363274523,96.91616390862539,701886.2933333333,701464.0,1699.8544886418335,1238.823771926023,1030.102528940127,960.3352277861944
1183,1184,1184,330.0,330.0,390.0,1800.0,0.0,random,94.0,94.0,10.0,0.43,1184,model_id_1184,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1184,0.0,100.0,369933.86666666664,366296.0,1355.170989235474,756.6514446246634,634.8674883109329,600.7631824605296
1184,1185,1185,1150.0,1150.0,1185.0,1730.0,0.0,random,48.0,48.0,14.0,0.6600000000000001,1185,model_id_1185,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1185,32.53062443979683,100.0,135045.11999999997,133880.0,1581.1359892243668,1331.7912173657169,1269.01566791985,1252.3902955283481
1185,1186,1186,300.0,300.0,315.0,1850.0,0.0,random,58.0,58.0,50.0,0.44,1186,model_id_1186,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1186,69.21869847514867,97.41878262056105,704197.3333333334,703544.0,1674.471319413823,1196.7179573667515,978.7861624643638,905.3057473323995
1186,1187,1187,1310.0,1310.0,1340.0,1860.0,0.0,random,122.0,122.0,114.0,0.21,1187,model_id_1187,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1187,99.51301058746053,0.0,7103835.52,7106520.0,1834.0095091690519,1757.8272744341925,1717.251212250391,1701.373532366371
1187,1188,1188,610.0,610.0,610.0,1770.0,0.0,random,120.0,120.0,68.0,0.11,1188,model_id_1188,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1188,83.56192976877654,47.234506584786814,4099584.0,4100968.0,1704.079778074546,1510.0641838547695,1407.0609613533488,1366.8910179529796
1188,1189,1189,730.0,730.0,780.0,1840.0,0.0,random,22.0,22.0,26.0,0.15,1189,model_id_1189,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1189,49.18556857969249,100.0,52685.013333333336,52552.0,1590.3662340141095,1031.8001063593126,903.4287335703111,872.8102191991217
1189,1190,1190,1470.0,1470.0,1485.0,1770.0,0.0,random,24.0,24.0,78.0,0.14,1190,model_id_1190,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1190,97.54912407825753,0.0,188098.55999999997,187688.0,1715.7075408905948,1585.9694847193853,1547.6524898252962,1536.883290598359
1190,1191,1191,1370.0,1370.0,1385.0,1890.0,0.0,random,108.0,108.0,110.0,0.2,1191,model_id_1191,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1191,100.0,0.0,5371660.8,5374264.0,1862.863246358621,1783.3825049237932,1741.082503240462,1724.5023737309389
1191,1192,1192,1580.0,1580.0,1670.0,1640.0,0.0,random,150.0,150.0,120.0,0.07,1192,model_id_1192,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1192,100.0,0.0,11304000.0,11306376.0,1639.4345153789598,1637.7293519757006,1636.804100749904,1636.4362245774691
1192,1193,1193,1450.0,1450.0,1500.0,1800.0,0.0,random,72.0,72.0,42.0,0.09,1193,model_id_1193,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1193,99.99560613383716,0.0,911554.56,910360.0,1769.6380711212933,1682.5373856223978,1640.486387420468,1625.348244596819
1193,1194,1194,810.0,810.0,835.0,1680.0,0.0,random,50.0,50.0,72.0,0.44,1194,model_id_1194,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1194,56.635974554220965,99.76529561070932,753600.0,753288.0,1585.5937686751943,1327.382362165644,1205.5317976082551,1163.6348723184287
1194,1195,1195,320.0,320.0,340.0,1620.0,0.0,random,120.0,120.0,42.0,0.5600000000000002,1195,model_id_1195,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1195,0.0,100.0,2532096.0,2532056.0,1495.1617042783582,1166.1879125688836,1014.3860443300704,961.4968368762701
1195,1196,1196,1480.0,1480.0,1510.0,1880.0,0.0,random,130.0,130.0,74.0,0.13,1196,model_id_1196,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1196,100.0,0.0,5235845.333333334,5236888.0,1859.168659498946,1797.7666066932986,1765.2561832669226,1752.57108392128
1196,1197,1197,520.0,520.0,565.0,1790.0,0.0,random,48.0,48.0,134.0,0.6900000000000002,1197,model_id_1197,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1197,66.44764953956862,100.0,1292574.7199999997,1291832.0,1647.1085218358605,1272.8049131429257,1106.3730029544083,1051.1497807673263
1197,1198,1198,1210.0,1210.0,1290.0,1780.0,0.0,random,24.0,24.0,120.0,0.7100000000000002,1198,model_id_1198,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1198,67.16642096186476,37.25348390865344,289382.39999999997,287608.0,1659.6001438809528,1438.7151738320035,1373.5690019510428,1355.1307272122847
1198,1199,1199,860.0,860.0,920.0,1710.0,0.0,random,148.0,148.0,138.0,0.5100000000000001,1199,model_id_1199,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1199,85.48078606013925,18.55345574162453,12655255.040000001,12661016.0,1674.9775091754739,1577.0710459192114,1523.3575282645436,1501.9355595265454
1199,1200,1200,1460.0,1460.0,1465.0,1800.0,0.0,random,54.0,54.0,20.0,0.28,1200,model_id_1200,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1200,98.95765045234037,0.0,244166.4,244064.0,1737.6204665392834,1596.642037746778,1554.4898087402285,1542.0426680330338
