,index,Unnamed: 0,ext_temp,temp_top,temp_bottom,int_temp,sample_time,identifier,r_x,r_y,r_z,metal_fraction,job_no,id,orientation,which_iter,boundary_cond,Nx,Ny,Nz,Lx,Ly,Lz,x_mid,y_mid,z_mid,T_L,T_S,cond_metal_s,cond_metal_l,cond_olivine,dens_liq_metal,dens_solid_metal,dens_olivine,heat_cap_liq_metal,heat_cap_solid_metal,heat_cap_ol,latent_heat,dt,iterations,save_iter,iteration_list,model_id,percent_rounded,percent_geochem_preserved,expected_vol,actual_volume,mean_it0,mean_it1,mean_it2,mean_it3
299,300,300,881.8436485450301,872.0733553807535,881.8436485450301,1650.0,50.00475330354596,Run300-8,36.0,74.0,36.0,0.39,300,model_id_300,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_300,36.93078596953544,100.0,401518.08,400728.0,1541.1232992473604,1255.619079078987,1141.429981935037,1106.7844936536756
300,301,301,1541.9846916117813,1538.986822337523,1541.9846916117813,1840.0,10.000950660709192,Run300-8,94.0,94.0,76.0,0.38,301,model_id_301,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_301,100.0,0.0,2811497.3866666667,2811688.0,1818.1555604015316,1756.492195318463,1724.9646599420498,1713.0176235890092
301,302,302,1541.9846916117813,1538.986822337523,1541.9846916117813,1850.0,10.000950660709192,Run300-8,18.0,18.0,32.0,0.28,302,model_id_302,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_302,100.0,0.0,43407.36,43224.0,1762.3825002076626,1603.8591724191785,1574.8022238991184,1567.8502005364937
302,303,303,851.0730954864025,846.5383788270392,851.0730954864025,1850.0,110.01045726780112,Run250-8,138.0,138.0,54.0,0.7700000000000002,303,model_id_303,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_303,86.42861521827575,25.724009682567107,4305467.5200000005,4306296.0,1769.9655725975315,1562.9798148305917,1461.1157994249909,1423.2790872899693
303,304,304,1306.8691253897323,1302.0744906818743,1306.8691253897323,1810.0,50.00475330354596,Run250-8,130.0,130.0,38.0,0.24,304,model_id_304,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_304,93.74804672966738,0.0,2688677.3333333335,2687800.0,1764.3563177094472,1639.766189938201,1583.419372801511,1563.738497724727
304,305,305,1416.242888476176,1412.366738743832,1416.242888476176,1860.0,40.00380264283677,Run250-8,28.0,28.0,76.0,0.4600000000000001,305,model_id_305,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_305,99.69849568592231,0.0,249458.34666666665,249416.0,1774.8274008584694,1586.1767998793648,1532.4011456518067,1516.4036639515125
305,306,306,1116.0715720972055,1106.762313430142,1116.0715720972055,1850.0,30.002851982127577,Run300-8,30.0,30.0,100.0,0.29,306,model_id_306,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_306,79.67789290045316,70.18913686360445,376800.0,376024.0,1733.0521525835893,1451.854360019415,1346.5900588395248,1313.7397973854313
306,307,307,1515.482038558975,1513.0664171407466,1515.482038558975,1600.0,30.002851982127577,Run250-8,98.0,98.0,94.0,0.26,307,model_id_307,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_307,39.30913916479535,0.0,3779622.1866666665,3779864.0,1594.897632035309,1580.3937926502658,1572.7577080823523,1569.7932898764773
307,308,308,1306.8691253897323,1302.0744906818743,1306.8691253897323,1760.0,50.00475330354596,Run250-8,120.0,120.0,76.0,0.39,308,model_id_308,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_308,92.83500681790008,0.0,4581888.0,4582056.0,1731.146804520767,1650.8883803833721,1610.1803031299994,1594.719469009528
308,309,309,1596.29435199571,1595.9310892191263,1596.29435199571,1800.0,5.000475330354596,Run300-8,44.0,44.0,94.0,0.7400000000000002,309,model_id_309,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_309,100.0,0.0,761906.3466666667,760536.0,1771.7566899341446,1702.7797251995032,1676.146476602122,1667.5918671917145
309,310,310,973.4012499713411,963.6267289928282,973.4012499713411,1730.0,40.00380264283677,Run300-8,14.0,14.0,146.0,0.23,310,model_id_310,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_310,17.931592794980773,100.0,119805.65333333332,118584.0,1498.2225599370367,1113.8856889430501,1052.1421777172932,1037.3935441185909
310,311,311,1599.6876685104155,1599.6616948071105,1599.6876685104155,1850.0,10.000950660709192,Run250-8,92.0,92.0,122.0,0.18,311,model_id_311,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_311,100.0,0.0,4323185.493333334,4324312.0,1835.741989834529,1793.978958130981,1771.8962241291729,1763.2875204535467
311,312,312,973.4012499713411,963.6267289928282,973.4012499713411,1700.0,40.00380264283677,Run300-8,74.0,74.0,38.0,0.16,312,model_id_312,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_312,68.83189627466645,70.86030687859838,871195.0933333334,871224.0,1627.9318174277112,1425.32020705699,1327.6471914233657,1292.653832738506
312,313,313,851.0730954864025,846.5383788270392,851.0730954864025,1630.0,110.01045726780112,Run250-8,90.0,90.0,50.0,0.5000000000000001,313,model_id_313,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_313,43.26183616791539,86.49632455218004,1695600.0,1696664.0,1559.7386408981126,1367.5500001295836,1271.2830129990084,1235.9947870318626
313,314,314,1202.3949221859843,1197.180837174651,1202.3949221859843,1620.0,60.005703964255154,Run250-8,24.0,24.0,56.0,0.43,314,model_id_314,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_314,0.0,100.0,135045.11999999997,134328.0,1534.6682873646137,1343.0898002247225,1286.5394947269638,1271.724068351818
314,315,315,1541.9846916117813,1538.986822337523,1541.9846916117813,1900.0,10.000950660709192,Run300-8,50.0,50.0,44.0,0.6400000000000001,315,model_id_315,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_315,100.0,0.0,460533.3333333333,460520.0,1847.625044027735,1717.80018691878,1668.4358349124059,1652.9879336972542
315,316,316,959.6502793646016,954.6494738767892,959.6502793646016,1850.0,90.00855594638273,Run250-8,122.0,122.0,118.0,0.29,316,model_id_316,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_316,92.61505200001305,0.3884639686618765,7353092.906666666,7356152.0,1806.9679900385624,1685.3521805611538,1620.0783158321235,1594.299183810438
316,317,317,1599.6876685104155,1599.6616948071105,1599.6876685104155,1770.0,10.000950660709192,Run250-8,76.0,76.0,138.0,0.42,317,model_id_317,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_317,100.0,0.0,3337141.7600000002,3336920.0,1757.4642324059257,1722.3608819738577,1704.5490659916914,1697.844033990514
317,318,318,1037.2046810925794,1027.5720260397584,1037.2046810925794,1780.0,35.00332731248217,Run300-8,36.0,36.0,22.0,0.6300000000000001,318,model_id_318,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_318,51.07541336201102,100.0,119370.24,119024.0,1617.9820989818922,1273.7808659500502,1177.7759405235988,1152.9769716654446
318,319,319,1306.8691253897323,1302.0744906818743,1306.8691253897323,1810.0,50.00475330354596,Run250-8,142.0,142.0,18.0,0.45,319,model_id_319,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_319,89.68402370614521,0.014789930170401124,1519559.04,1514544.0,1715.7994448740292,1533.9233482581335,1481.0184512212636,1464.3673157930189
319,320,320,881.8436485450301,872.0733553807535,881.8436485450301,1800.0,50.00475330354596,Run300-8,20.0,20.0,22.0,0.38,320,model_id_320,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_320,32.73286467486819,100.0,36842.66666666667,36416.0,1540.4178208809485,1053.2977781931206,968.8149597653147,949.3619539566403
320,321,321,1515.482038558975,1513.0664171407466,1515.482038558975,1620.0,30.002851982127577,Run250-8,64.0,64.0,58.0,0.19,321,model_id_321,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_321,24.631853239932763,0.0,994618.0266666666,994712.0,1610.4002352721827,1583.4383494839394,1570.257286062067,1565.4377508226075
321,322,322,1599.6876685104155,1599.6616948071105,1599.6876685104155,1870.0,10.000950660709192,Run250-8,10.0,10.0,66.0,0.7700000000000002,322,model_id_322,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_322,100.0,0.0,27632.0,26648.0,1732.4203760488158,1625.6864518000204,1613.4417318793783,1610.68541958732
322,323,323,1211.2039816926665,1202.516581987582,1211.2039816926665,1620.0,25.00237665177298,Run300-8,56.0,56.0,130.0,0.15,323,model_id_323,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_323,0.0,8.814360253339022,1706820.2666666666,1706488.0,1587.24869708734,1494.6421453743628,1447.2312769446635,1429.335240884666
323,324,324,1515.482038558975,1513.0664171407466,1515.482038558975,1640.0,30.002851982127577,Run250-8,114.0,114.0,80.0,0.39,324,model_id_324,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_324,93.99786464966104,0.0,4352793.6,4353384.0,1631.9802335568702,1609.428744563437,1597.818315022249,1593.3787274948618
324,325,325,1028.523177814505,1023.3273349353004,1028.523177814505,1900.0,80.00760528567353,Run250-8,24.0,24.0,44.0,0.25,325,model_id_325,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_325,72.48194602812619,100.0,106106.87999999998,105240.0,1721.4179525912573,1317.1852464193553,1196.840780935342,1165.9479198093459
325,326,326,959.6502793646016,954.6494738767892,959.6502793646016,1650.0,90.00855594638273,Run250-8,52.0,52.0,130.0,0.3,326,model_id_326,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_326,58.028782066976795,74.32139067983351,1471697.0666666667,1470360.0,1586.64230815774,1409.6584374305496,1321.4739529448918,1289.239094085697
326,327,327,922.4213195845092,912.6151934329928,922.4213195845092,1840.0,45.00427797319136,Run300-8,76.0,76.0,84.0,0.42,327,model_id_327,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_327,86.56184535903857,26.102553198191814,2031303.6800000002,2031648.0,1768.4917480722224,1573.0541043810138,1471.696746069041,1432.9164973481647
327,328,328,922.4213195845092,912.6151934329928,922.4213195845092,1840.0,45.00427797319136,Run300-8,58.0,58.0,30.0,0.11,328,model_id_328,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_328,76.98774876446195,83.33491128742118,422518.4,422488.0,1727.056805790794,1417.8925477993942,1282.4566763425794,1237.2004603558764
328,329,329,1416.242888476176,1412.366738743832,1416.242888476176,1600.0,40.00380264283677,Run250-8,30.0,30.0,24.0,0.19,329,model_id_329,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_329,0.0,0.0,90432.0,90176.0,1563.8664154033365,1479.1278313872824,1452.3899903154932,1445.1769929560442
329,330,330,1211.2039816926665,1202.516581987582,1211.2039816926665,1680.0,25.00237665177298,Run300-8,122.0,122.0,142.0,0.28,330,model_id_330,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_330,86.18199565278299,0.0,8848637.226666667,8851640.0,1658.9586257134574,1599.6034825952313,1567.587351897366,1554.926040957867
330,331,331,901.0287881920814,896.258333807743,901.0287881920814,1830.0,100.00950660709192,Run250-8,60.0,60.0,82.0,0.2,331,model_id_331,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_331,83.68465675582968,44.86153089424054,1235904.0,1236088.0,1751.551612032475,1529.4738472650029,1416.0322839484904,1373.4310283056693
331,332,332,901.0287881920814,896.258333807743,901.0287881920814,1800.0,100.00950660709192,Run250-8,114.0,114.0,128.0,0.13,332,model_id_332,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_332,90.3423528938953,14.898982069963314,6964469.76,6967080.0,1759.3398227392104,1640.3868024728913,1575.8403660811082,1550.2355479979844
332,333,333,1416.242888476176,1412.366738743832,1416.242888476176,1790.0,40.00380264283677,Run250-8,70.0,70.0,18.0,0.07,333,model_id_333,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_333,92.89751728336014,0.0,369264.0,367984.0,1728.1746979904078,1579.1114611309781,1530.9714522258914,1516.4642209869805
333,334,334,1596.29435199571,1595.9310892191263,1596.29435199571,1730.0,5.000475330354596,Run300-8,60.0,60.0,122.0,0.7000000000000002,334,model_id_334,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_334,100.0,0.0,1838784.0,1838968.0,1716.4244891344754,1680.892027158096,1664.6454788726792,1658.984022699108
334,335,335,1211.2039816926665,1202.516581987582,1211.2039816926665,1840.0,25.00237665177298,Run300-8,130.0,130.0,60.0,0.6300000000000001,335,model_id_335,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_335,95.1906431250365,0.0,4245280.0,4246888.0,1790.998744926629,1660.8800965956375,1599.3393162007715,1577.0637770390742
335,336,336,973.4012499713411,963.6267289928282,973.4012499713411,1720.0,40.00380264283677,Run300-8,126.0,126.0,30.0,0.11,336,model_id_336,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_336,71.54901417611138,56.84094732235698,1994025.6,1992648.0,1646.44148249536,1443.1102841822178,1350.9968949224028,1318.9737250111275
336,337,337,808.347503888043,804.0394452375098,808.347503888043,1890.0,120.01140792851032,Run250-8,50.0,50.0,88.0,0.6100000000000001,337,model_id_337,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_337,81.69537758550294,78.52371148349883,921066.6666666666,920904.0,1767.632458290108,1451.2885284261959,1302.732346854312,1250.6730171092136
337,338,338,849.4516391713304,839.7589390549527,849.4516391713304,1600.0,55.00522863390056,Run300-8,102.0,102.0,22.0,0.34,338,model_id_338,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_338,0.0,100.0,958277.7599999999,957456.0,1488.228565831481,1219.3895160638147,1124.7985587918686,1095.6583467228882
338,339,339,1581.0383094578049,1580.2301851822683,1581.0383094578049,1630.0,20.001901321418384,Run250-8,66.0,66.0,22.0,0.5900000000000002,339,model_id_339,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_339,100.0,0.0,401216.63999999996,399856.0,1620.7721298325782,1601.2938289542133,1595.265325512239,1593.4466355400111
339,340,340,901.0287881920814,896.258333807743,901.0287881920814,1860.0,100.00950660709192,Run250-8,26.0,26.0,88.0,0.5000000000000001,340,model_id_340,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_340,64.81117800457164,100.0,249056.42666666664,248488.0,1674.943166021693,1259.9362092374095,1132.7448714771206,1098.1089006561788
340,341,341,1596.29435199571,1595.9310892191263,1596.29435199571,1710.0,5.000475330354596,Run300-8,130.0,130.0,46.0,0.4800000000000001,341,model_id_341,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_341,100.0,0.0,3254714.666666667,3254520.0,1699.9473059680777,1672.891325876765,1660.2832016972595,1655.7948849589393
341,342,342,1596.29435199571,1595.9310892191263,1596.29435199571,1900.0,5.000475330354596,Run300-8,150.0,150.0,100.0,0.6300000000000001,342,model_id_342,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_342,100.0,0.0,9420000.0,9418856.0,1883.2498061832318,1836.9831698321855,1812.6269469428596,1803.152852139831
342,343,343,959.6502793646016,954.6494738767892,959.6502793646016,1840.0,90.00855594638273,Run250-8,46.0,46.0,150.0,0.6300000000000001,343,model_id_343,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_343,81.05154726119407,55.50200899983735,1328848.0000000002,1328024.0,1737.500483511709,1481.8868602867808,1366.7035545536032,1326.2231380664496
343,344,344,1202.3949221859843,1197.180837174651,1202.3949221859843,1860.0,60.005703964255154,Run250-8,150.0,150.0,106.0,0.25,344,model_id_344,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_344,96.72070741337366,0.0,9985200.0,9987032.0,1830.235320759319,1744.3476368868367,1698.9736991624657,1681.2189686171698
344,345,345,881.8436485450301,872.0733553807535,881.8436485450301,1700.0,50.00475330354596,Run300-8,146.0,146.0,24.0,0.7300000000000002,345,model_id_345,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_345,45.46926897872468,100.0,2141831.6799999997,2138816.0,1580.3002383407209,1311.6053780479294,1213.0734664485053,1182.2653087762274
345,346,346,973.4012499713411,963.6267289928282,973.4012499713411,1610.0,40.00380264283677,Run300-8,12.0,12.0,110.0,0.49,346,model_id_346,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_346,0.0,100.0,66316.79999999999,65592.0,1361.111192430824,1060.0340772788065,1019.9947029296137,1010.5747097256257
346,347,347,1541.9846916117813,1538.986822337523,1541.9846916117813,1650.0,10.000950660709192,Run300-8,30.0,30.0,118.0,0.7100000000000002,347,model_id_347,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_347,63.769318161325806,0.0,444624.0,443624.0,1629.1703914319037,1585.3839324669996,1572.2496301196395,1568.294253048891
347,348,348,1109.163987069829,1103.864755270837,1109.163987069829,1790.0,70.00665462496434,Run250-8,150.0,150.0,40.0,0.18,348,model_id_348,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_348,86.91926735319551,9.76890733985302,3768000.0,3765416.0,1736.2221662733762,1586.246846384201,1513.6483128238517,1487.2237845508835
348,349,349,1211.2039816926665,1202.516581987582,1211.2039816926665,1800.0,25.00237665177298,Run300-8,14.0,14.0,118.0,0.4600000000000001,349,model_id_349,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_349,38.76286933958316,100.0,96829.22666666665,95576.0,1599.2057778546762,1317.1554870129592,1269.698979314285,1258.4820204696157
349,350,350,1306.8691253897323,1302.0744906818743,1306.8691253897323,1780.0,50.00475330354596,Run250-8,88.0,88.0,128.0,0.21,350,model_id_350,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_350,94.06153116925407,0.0,4149957.9733333336,4151912.0,1751.9801999672702,1671.6207029937284,1630.002200207137,1613.965704542589
350,351,351,1599.6876685104155,1599.6616948071105,1599.6876685104155,1630.0,10.000950660709192,Run250-8,20.0,20.0,14.0,0.7800000000000001,351,model_id_351,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_351,100.0,0.0,23445.333333333336,23240.0,1618.0333937519715,1603.7207204936797,1601.724672647295,1601.2768948544629
351,352,352,973.4012499713411,963.6267289928282,973.4012499713411,1900.0,40.00380264283677,Run300-8,120.0,120.0,130.0,0.4100000000000001,352,model_id_352,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_352,94.48676089803192,0.0,7837440.0,7838296.0,1852.910492973607,1722.1855948632424,1653.5046937759157,1626.6249535795037
352,353,353,1202.3949221859843,1197.180837174651,1202.3949221859843,1830.0,60.005703964255154,Run250-8,112.0,112.0,148.0,0.5600000000000002,353,model_id_353,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_353,95.76430136025095,0.0,7772596.906666666,7775624.0,1794.9317795717125,1698.1943222643122,1648.7172264248663,1629.7712532486971
353,354,354,922.4213195845092,912.6151934329928,922.4213195845092,1810.0,45.00427797319136,Run300-8,144.0,144.0,106.0,0.5100000000000001,354,model_id_354,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_354,90.6144642504826,4.215733907437071,9202360.32,9204376.0,1766.2835110313413,1645.773509181552,1580.8979683489138,1555.2793561516032
354,355,355,1541.9846916117813,1538.986822337523,1541.9846916117813,1800.0,10.000950660709192,Run300-8,106.0,106.0,110.0,0.2,355,model_id_355,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_355,100.0,0.0,5174552.533333333,5177336.0,1786.0855397034927,1745.3413112526734,1723.6786565313364,1715.1943438201642
355,356,356,901.0287881920814,896.258333807743,901.0287881920814,1770.0,100.00950660709192,Run250-8,122.0,122.0,76.0,0.7600000000000002,356,model_id_356,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_356,83.64965845668014,22.24126721437437,4735890.346666667,4737320.0,1712.0201852350986,1557.2251465535496,1475.5666607710966,1443.9738829071377
356,357,357,1211.2039816926665,1202.516581987582,1211.2039816926665,1790.0,25.00237665177298,Run300-8,102.0,102.0,92.0,0.07,357,model_id_357,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_357,92.47267844066079,0.0,4007343.3599999994,4009288.0,1759.1694226271663,1668.894365341158,1620.9788253511672,1602.2049373789985
357,358,358,1109.163987069829,1103.864755270837,1109.163987069829,1650.0,70.00665462496434,Run250-8,64.0,64.0,132.0,0.26,358,model_id_358,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_358,67.61547844225636,26.941611129770724,2263613.44,2262760.0,1609.7401237228646,1496.7430791445431,1437.7970732869985,1415.26181694993
358,359,359,1037.2046810925794,1027.5720260397584,1037.2046810925794,1810.0,35.00332731248217,Run300-8,42.0,42.0,12.0,0.1,359,model_id_359,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_359,52.954524825270035,100.0,88623.36,88136.0,1616.6896246476276,1243.0339238066508,1157.6772872440774,1135.4833278552396
359,360,360,959.6502793646016,954.6494738767892,959.6502793646016,1670.0,90.00855594638273,Run250-8,98.0,98.0,130.0,0.22,360,model_id_360,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_360,79.41535179735787,29.93494897373628,5227137.066666666,5227896.0,1632.897435990852,1525.6113273438975,1467.52158921049,1444.5815720166004
360,361,361,1416.242888476176,1412.366738743832,1416.242888476176,1680.0,40.00380264283677,Run250-8,58.0,58.0,32.0,0.38,361,model_id_361,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_361,70.78849540207396,0.0,450686.29333333333,449768.0,1643.2695607556793,1552.2686343891532,1516.5994961949102,1504.8659478924953
